Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDW58,OUT049,1978.4157072802864
FDW14,OUT017,1161.0526265925812
NCN55,OUT010,2120.0817625306327
FDQ58,OUT017,2411.3901052608644
FDY38,OUT027,5042.882327706534
FDH56,OUT046,1890.3171776214303
FDL48,OUT018,1335.490002093632
FDC48,OUT027,2756.3303777303477
FDN33,OUT045,1149.614573569605
FDA36,OUT017,2933.665081167966
FDT44,OUT017,1473.7507038654255
FDQ56,OUT045,1183.6565081620902
NCC54,OUT019,2622.654923255373
FDU11,OUT049,2106.5437807740796
DRL59,OUT013,638.9323157694996
FDM24,OUT049,2640.9620162341116
FDI57,OUT045,2782.9491240809216
DRC12,OUT018,3552.9832410346257
NCM42,OUT027,3176.216570389634
FDA46,OUT010,1223.6186801343247
FDA31,OUT013,2436.6713918916375
NCJ31,OUT035,3235.3791012738
FDG52,OUT046,742.0259560921718
NCL19,OUT019,1308.3803795570361
FDS10,OUT035,2534.9608403031984
FDX22,OUT010,1778.5720966777153
NCF19,OUT035,471.6448729724166
NCE06,OUT046,2483.5317922602785
DRC27,OUT046,3824.169475752309
FDE21,OUT035,1567.3057185427967
NCR42,OUT019,-468.60695598906545
FDX51,OUT018,3693.131945843514
NCR06,OUT018,1276.2553551532249
FDU31,OUT027,4926.512312017243
FDU59,OUT017,2441.966217437187
FDR03,OUT027,4751.719171737569
FDS49,OUT027,2647.410889079398
FDD48,OUT010,217.01399294409487
NCF18,OUT017,2641.0294981297225
NCD43,OUT027,3096.6539848665466
NCD54,OUT018,2803.574932073449
FDY19,OUT010,211.43698084780556
NCY54,OUT017,2459.4826921244567
NCL19,OUT018,2854.0034839264686
FDP23,OUT010,1816.909598766154
FDC26,OUT013,1429.9409997603432
FDR14,OUT010,-1060.1270150806167
NCS41,OUT035,2559.619470473988
FDF41,OUT035,3456.3629398233306
FDU34,OUT046,1918.128429533696
DRH11,OUT046,882.3798051688516
FDM03,OUT013,1340.8858902487252
FDS31,OUT017,2604.331229996352
FDJ20,OUT017,1815.36735636589
FDV44,OUT027,4451.483554176825
FDG02,OUT049,3261.0255397505234
FDA09,OUT013,2512.4438758050605
FDT04,OUT013,296.70753668194254
FDL58,OUT019,3097.0291958089424
FDE52,OUT045,1204.215166279098
FDW12,OUT035,2058.4867790941926
FDL51,OUT017,3341.496406225211
NCY42,OUT027,3689.5917115592633
FDR07,OUT017,1169.3980491908726
FDN40,OUT045,2263.836949078817
FDB35,OUT027,2874.121965271946
FDA22,OUT017,2249.596438254387
NCL06,OUT046,4077.016778676719
FDI35,OUT013,2621.8678030190026
NCW42,OUT045,3360.067796993243
NCX06,OUT049,3099.6488396883015
FDC37,OUT027,3153.66710011846
FDZ14,OUT018,2529.6883168342342
DRG49,OUT049,4047.8927683594984
NCG06,OUT045,3723.8326234512756
DRC36,OUT045,2695.926812140892
FDV21,OUT019,623.7354514813155
FDB53,OUT046,2203.4780138553833
DRP47,OUT019,2698.8288349503305
FDA14,OUT013,2027.460863654584
DRC24,OUT035,2115.0003926895365
FDW21,OUT018,2251.5447897989256
NCH29,OUT046,1573.1699827303778
FDU58,OUT013,2827.0753019082513
FDY27,OUT017,2523.151291832696
FDV56,OUT035,1516.624491291651
FDT59,OUT046,3670.434362447363
FDB23,OUT046,3647.6906366861267
FDR49,OUT045,521.027405503204
FDB03,OUT010,1939.1820594335295
FDN39,OUT045,2377.9331355821714
FDX02,OUT027,4905.383769852506
FDQ16,OUT027,3130.832006530201
FDU35,OUT018,2069.9813024615123
NCT29,OUT013,1672.471270657104
FDZ27,OUT046,830.9542787271332
FDN57,OUT017,2107.7371566362563
FDA03,OUT018,2879.012190548425
FDZ36,OUT045,2648.870258207337
NCU05,OUT013,1042.949628613588
