Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDW58,OUT049,1968.3484146825645
FDW14,OUT017,1211.1793001661267
NCN55,OUT010,2172.4645376573876
FDQ58,OUT017,2403.1616474029533
FDY38,OUT027,4898.015220482276
FDH56,OUT046,1876.183457753672
FDL48,OUT018,1378.7848099304888
FDC48,OUT027,2736.311583345055
FDN33,OUT045,1190.296498772135
FDA36,OUT017,2898.2245616474534
FDT44,OUT017,1497.6591159987365
FDQ56,OUT045,1218.9656864703752
NCC54,OUT019,2580.9845940919354
FDU11,OUT049,2067.9871223286277
DRL59,OUT013,757.0710026910513
FDM24,OUT049,2581.143132071673
FDI57,OUT045,2758.8318101683117
DRC12,OUT018,3499.948050297973
NCM42,OUT027,3136.625146620679
FDA46,OUT010,1301.6474572246016
FDA31,OUT013,2450.2931305149837
NCJ31,OUT035,3164.639602354809
FDG52,OUT046,781.2047498275388
NCL19,OUT019,1356.606542068413
FDS10,OUT035,2524.968733703007
FDX22,OUT010,1859.062952940933
NCF19,OUT035,557.8989347830449
NCE06,OUT046,2434.071637349177
DRC27,OUT046,3716.9542150085927
FDE21,OUT035,1602.430359457577
NCR42,OUT019,-343.2875453296716
FDX51,OUT018,3635.1498757536206
NCR06,OUT018,1335.2131565310024
FDU31,OUT027,4804.771239926858
FDU59,OUT017,2413.796657034436
FDR03,OUT027,4642.299139082042
FDS49,OUT027,2622.05464681937
FDD48,OUT010,365.3061391636676
NCF18,OUT017,2612.8587417498684
NCD43,OUT027,3063.0840091000236
NCD54,OUT018,2787.319915856068
FDY19,OUT010,360.3885932828715
NCY54,OUT017,2418.540246980653
NCL19,OUT018,2837.036354398177
FDP23,OUT010,1886.4496925644103
FDC26,OUT013,1488.629221404028
FDR14,OUT010,-892.8543233020134
NCS41,OUT035,2542.315511061278
FDF41,OUT035,3381.084259001239
FDU34,OUT046,1902.5785428300778
DRH11,OUT046,911.8980469668882
FDM03,OUT013,1406.967421868577
FDS31,OUT017,2585.9343609913094
FDJ20,OUT017,1823.134210043299
FDV44,OUT027,4349.803674210235
FDG02,OUT049,3183.1980854504486
FDA09,OUT013,2522.8072884876706
FDT04,OUT013,415.26586539856055
FDL58,OUT019,3043.3017073385327
FDE52,OUT045,1257.5481935520907
FDW12,OUT035,2067.0171402127926
FDL51,OUT017,3285.2408869339565
NCY42,OUT027,3627.798975341563
FDR07,OUT017,1213.5237314869282
FDN40,OUT045,2250.4775638948286
FDB35,OUT027,2846.121277530319
FDA22,OUT017,2240.239555258227
NCL06,OUT046,3956.777675063655
FDI35,OUT013,2643.126083230182
NCW42,OUT045,3303.197592718163
NCX06,OUT049,3032.614528720787
FDC37,OUT027,3111.5706587893915
FDZ14,OUT018,2520.656828902287
DRG49,OUT049,3925.326743196895
NCG06,OUT045,3657.5108204588505
DRC36,OUT045,2675.4277977379106
