Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDW58,OUT049,1691.0317023535292
FDW14,OUT017,1318.8654099415683
NCN55,OUT010,581.9139264577312
FDQ58,OUT017,2324.9233947127527
FDY38,OUT027,5961.485267811686
FDH56,OUT046,1897.2263846459005
FDL48,OUT018,746.349667773101
FDC48,OUT027,2137.9779150613745
FDN33,OUT045,1548.6895910286953
FDA36,OUT017,3275.469639641268
FDT44,OUT017,1934.0014604129829
FDQ56,OUT045,1393.3531110291592
NCC54,OUT019,581.9139264577312
FDU11,OUT049,1993.9823019336848
DRL59,OUT013,937.1165300668852
FDM24,OUT049,2365.8523336518724
FDI57,OUT045,2939.5555074753547
DRC12,OUT018,2873.8747731486787
NCM42,OUT027,2822.822568778932
FDA46,OUT010,510.5368314824964
FDA31,OUT013,2721.288489212547
NCJ31,OUT035,3596.0923713679927
FDG52,OUT046,851.8424952814315
NCL19,OUT019,296.77506040582455
FDS10,OUT035,2993.799102723257
FDX22,OUT010,576.8508200940948
NCF19,OUT035,752.9300640562824
NCE06,OUT046,2512.518890410402
DRC27,OUT046,3965.63074943675
FDE21,OUT035,2066.7572523413464
NCR42,OUT019,133.2528228280451
FDX51,OUT018,2918.9024644563315
NCR06,OUT018,655.6778702024424
FDU31,OUT027,5961.485267811686
FDU59,OUT017,2510.8119966896265
FDR03,OUT027,5961.485267811686
FDS49,OUT027,2137.9779150613745
FDD48,OUT010,268.227163077387
NCF18,OUT017,2973.9312780668524
NCD43,OUT027,2822.822568778932
NCD54,OUT018,2078.867604613389
FDY19,OUT010,268.227163077387
NCY54,OUT017,2905.4449768194654
NCL19,OUT018,2490.295458818774
FDP23,OUT010,581.9139264577312
FDC26,OUT013,1689.0514549210359
FDR14,OUT010,133.2528228280451
NCS41,OUT035,3043.127955383239
FDF41,OUT035,3832.124064792485
FDU34,OUT046,2143.480857276815
DRH11,OUT046,939.2930463035116
FDM03,OUT013,1636.1090454097553
FDS31,OUT017,3022.644265288855
FDJ20,OUT017,2042.4686640765892
FDV44,OUT027,5101.781010359877
FDG02,OUT049,3323.7736179946855
FDA09,OUT013,3002.290640935887
FDT04,OUT013,665.6491043817484
FDL58,OUT019,581.9139264577312
FDE52,OUT045,1309.3989845182878
FDW12,OUT035,2491.8631923778203
FDL51,OUT017,3677.5073547183138
NCY42,OUT027,3032.348178946911
FDR07,OUT017,1558.1627409723717
FDN40,OUT045,2330.2985229462915
FDB35,OUT027,2719.803506082534
FDA22,OUT017,2499.4670912327483
NCL06,OUT046,4004.9094019493314
FDI35,OUT013,3112.3839038602887
NCW42,OUT045,3616.7018372969483
NCX06,OUT049,3009.4603861645946
FDC37,OUT027,2822.822568778932
FDZ14,OUT018,1935.5185161961658
DRG49,OUT049,3804.3638399248
NCG06,OUT045,4041.7316554432655
DRC36,OUT045,2994.619543281139
FDV21,OUT019,286.9978023302514
FDB53,OUT046,2577.265538651454
DRP47,OUT019,581.9139264577312
FDA14,OUT013,2450.0482408475245
DRC24,OUT035,2572.2324552201308
FDW21,OUT018,1607.3396444940133
NCH29,OUT046,1502.683702568102
FDU58,OUT013,3220.5558539780527
FDY27,OUT017,2724.056301129649
FDV56,OUT035,1682.5656800621964
FDT59,OUT046,3885.905176794387
FDB23,OUT046,3727.1174520903055
FDR49,OUT045,744.2928793018694
FDB03,OUT010,581.9139264577312
FDN39,OUT045,2776.937861979576
FDX02,OUT027,5961.485267811686
FDQ16,OUT027,2822.822568778932
FDU35,OUT018,1575.5574743498767
NCT29,OUT013,1989.194364789138
FDZ27,OUT046,858.422891564613
FDN57,OUT017,2102.931283750003
FDA03,OUT018,2415.026453151947
FDZ36,OUT045,3273.823021351089
NCU05,OUT013,1407.8119280818883
FDT39,OUT018,2315.2283468309934
FDK60,OUT017,1554.265663894049
FDZ25,OUT017,2934.6025048764227
FDG12,OUT046,2151.762511551108
DRB01,OUT019,497.5523342921729
NCC43,OUT027,5961.485267811686
FDX13,OUT019,581.9139264577312
FDM22,OUT049,847.140649204395
FDJ03,OUT027,1254.5024624726316
FDU14,OUT018,3915.3813338727537
FDB33,OUT010,373.2652035604452
FDP27,OUT046,3374.3918391358357
FDO38,OUT010,142.4590096910652
FDE28,OUT027,5961.485267811686
FDO27,OUT035,1548.6895910286953
DRL23,OUT027,2822.822568778932
FDS28,OUT046,939.2930463035116
FDX24,OUT013,1350.776177351654
FDZ02,OUT035,1486.2067738238934
FDL46,OUT045,1942.3358231318264
FDS60,OUT027,4953.913236356445
NCO06,OUT017,561.1780463851388
FDO16,OUT035,1363.626315827481
FDC60,OUT049,1327.7787672710233
FDA48,OUT018,3519.425559409866
FDZ36,OUT027,5101.781010359877
FDK27,OUT045,2027.6053570821393
FDW23,OUT018,608.1121151678926
FDM14,OUT018,1701.466324818039
FDM14,OUT013,1667.2667462599716
FDW60,OUT018,2815.649842011878
FDE21,OUT013,1954.8278940810237
NCM42,OUT035,1763.1722003787181
FDY59,OUT010,232.84224321639908
DRI49,OUT049,1253.242486498733
FDT28,OUT019,361.8762562515854
FDQ22,OUT018,626.47516919172
FDR60,OUT049,1199.3258685102815
