Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDW58,OUT049,1978.4157072802882
FDW14,OUT017,1161.0526265925816
NCN55,OUT010,2120.0817625306317
FDQ58,OUT017,2411.3901052608644
FDY38,OUT027,5042.882327706533
FDH56,OUT046,1890.3171776214294
FDL48,OUT018,1335.4900020936361
FDC48,OUT027,2756.33037773035
FDN33,OUT045,1149.614573569606
FDA36,OUT017,2933.665081167966
FDT44,OUT017,1473.7507038654264
FDQ56,OUT045,1183.6565081620943
NCC54,OUT019,2622.654923255371
FDU11,OUT049,2106.5437807740814
DRL59,OUT013,638.9323157695057
FDM24,OUT049,2640.962016234112
FDI57,OUT045,2782.9491240809207
DRC12,OUT018,3552.9832410346257
NCM42,OUT027,3176.2165703896358
FDA46,OUT010,1223.6186801343256
FDA31,OUT013,2436.6713918916416
NCJ31,OUT035,3235.3791012737993
FDG52,OUT046,742.0259560921734
NCL19,OUT019,1308.3803795570357
FDS10,OUT035,2534.9608403031966
FDX22,OUT010,1778.5720966777126
NCF19,OUT035,471.6448729724183
NCE06,OUT046,2483.531792260277
DRC27,OUT046,3824.1694757523055
FDE21,OUT035,1567.3057185427965
NCR42,OUT019,-468.60695598906284
FDX51,OUT018,3693.131945843513
NCR06,OUT018,1276.2553551532283
FDU31,OUT027,4926.512312017241
FDU59,OUT017,2441.966217437189
FDR03,OUT027,4751.719171737566
FDS49,OUT027,2647.4108890794014
FDD48,OUT010,217.01399294409612
NCF18,OUT017,2641.0294981297216
NCD43,OUT027,3096.6539848665484
NCD54,OUT018,2803.5749320734503
FDY19,OUT010,211.4369808478075
NCY54,OUT017,2459.4826921244585
NCL19,OUT018,2854.0034839264695
FDP23,OUT010,1816.9095987661522
FDC26,OUT013,1429.940999760349
FDR14,OUT010,-1060.1270150806108
NCS41,OUT035,2559.619470473986
FDF41,OUT035,3456.362939823329
FDU34,OUT046,1918.1284295336955
DRH11,OUT046,882.3798051688527
FDM03,OUT013,1340.8858902487314
FDS31,OUT017,2604.33122999635
FDJ20,OUT017,1815.3673563658922
FDV44,OUT027,4451.483554176824
FDG02,OUT049,3261.025539750523
